         95439220 function calls (94349687 primitive calls) in 465.619 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   899582    0.450    0.000  126.083    0.000 solver.py:1124(_vars_union)
   479877    0.410    0.000    0.819    0.000 group.py:320(_get_matvec_scope)
        1    0.410    0.410    1.922    1.922 group.py:786(get_relevant_vars)
  1402698    0.408    0.000    0.408    0.000 group.py:365(<genexpr>)
     8536    0.406    0.000    4.111    0.000 petsc_transfer.py:224(_transfer)
   690620    0.395    0.000    0.885    0.000 {method 'update' of 'set' objects}
  2985625    0.360    0.000    0.366    0.000 {built-in method builtins.getattr}
   259240    0.353    0.000    0.503    0.000 numeric.py:1330(normalize_axis_tuple)
        1    0.339    0.339    1.184    1.184 group.py:1297(_get_all_promotes)
2386281/2383782    0.333    0.000    0.423    0.000 {built-in method builtins.len}
   129612    0.332    0.000    0.989    0.000 numeric.py:1393(moveaxis)
     3360    0.326    0.000    6.525    0.002 eval_mtx.py:304(compute)
   427916    0.321    0.000   44.921    0.000 default_vector.py:368(scale_to_norm)
   427916    0.310    0.000   44.177    0.000 default_vector.py:388(scale_to_phys)
      818    0.305    0.000    0.518    0.001 group.py:1915(_find_vars_to_gather)
  1097410    0.305    0.000    0.305    0.000 dictionary_jacobian.py:33(_iter_abs_keys)
  2795962    0.304    0.000    0.326    0.000 {built-in method builtins.isinstance}
  1078412    0.300    0.000    0.441    0.000 general_utils.py:323(all_ancestors)
   120344    0.296    0.000    3.812    0.000 implicitcomponent.py:219(_apply_linear)
    56991    0.292    0.000    0.453    0.000 _sputils.py:147(get_index_dtype)
   357469    0.282    0.000    0.282    0.000 options_dictionary.py:527(__getitem__)
       70    0.281    0.004    0.281    0.004 {method 'allgather' of 'mpi4py.MPI.Comm' objects}
  1804056    0.262    0.000    0.262    0.000 group.py:54(__iter__)
      161    0.255    0.002    0.255    0.002 {method 'bcast' of 'mpi4py.MPI.Comm' objects}
   109127    0.242    0.000    0.295    0.000 numeric.py:136(ones)
   293522    0.241    0.000    1.212    0.000 explicitcomponent.py:437(_solve_linear)
        1    0.238    0.238    0.238    0.238 {method 'gather' of 'mpi4py.MPI.Comm' objects}
   308081    0.238    0.000    0.497    0.000 group.py:982(all_connected_nodes)
    28800    0.236    0.000   66.561    0.002 petsc_ksp.py:328(solve)
   112244    0.225    0.000    0.226    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.221    0.221    5.554    5.554 transcription_base.py:417(configure_timeseries_outputs)
   153697    0.216    0.000    0.229    0.000 group.py:3242(_iter_call_apply_linear)
     4067    0.207    0.000    0.386    0.000 system.py:411(__init__)
154415/718    0.206    0.000  373.610    0.520 group.py:3310(_solve_linear)
   712774    0.191    0.000    0.238    0.000 reportviews.py:188(__getitem__)
    24403    0.185    0.000    0.185    0.000 default_vector.py:548(get_slice_dict)
  1795908    0.180    0.000    0.180    0.000 multiarray.py:892(bincount)
    83543    0.160    0.000    0.225    0.000 options_dictionary.py:348(declare)
   293682    0.155    0.000    0.441    0.000 default_vector.py:342(set_vec)
      800    0.151    0.000    1.059    0.001 eval_mtx.py:29(_compute_finite_vortex_deriv1)
      800    0.150    0.000    1.056    0.001 eval_mtx.py:52(_compute_finite_vortex_deriv2)
    34924    0.143    0.000    8.250    0.000 explicitcomponent.py:305(_solve_nonlinear)
     2810    0.140    0.000    0.140    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
   104610    0.139    0.000    1.856    0.000 fromnumeric.py:71(_wrapreduction)
     1520    0.131    0.000   10.678    0.007 nonlinear_block_gs.py:109(_single_iteration)
    816/1    0.123    0.000    0.277    0.277 group.py:2477(_setup_connections)
    53363    0.122    0.000    0.134    0.000 recording_iteration_stack.py:139(__init__)
   996455    0.116    0.000    0.116    0.000 {method 'join' of 'str' objects}
   114008    0.110    0.000    0.110    0.000 getlimits.py:685(__init__)
    56333    0.108    0.000    0.108    0.000 default_vector.py:67(__setitem__)
    25806    0.106    0.000    0.107    0.000 system.py:2295(split_list)
   231702    0.105    0.000    0.124    0.000 coreviews.py:80(__getitem__)
    13896    0.102    0.000    0.308    0.000 _compressed.py:136(check_format)
   249946    0.100    0.000    0.107    0.000 {built-in method builtins.sorted}
   406940    0.099    0.000    0.572    0.000 record_util.py:138(check_path)
    21559    0.098    0.000    0.111    0.000 numeric.py:67(zeros_like)
    816/1    0.098    0.000    0.645    0.645 group.py:1956(_setup_var_sizes)
     1600    0.097    0.000    0.097    0.000 {built-in method scipy.sparse.linalg._dsolve._superlu.gstrf}
   355415    0.097    0.000    0.478    0.000 fnmatch.py:64(fnmatchcase)
   443034    0.096    0.000    0.096    0.000 {method 'match' of 're.Pattern' objects}
      160    0.095    0.001    0.479    0.003 eval_mtx.py:161(setup)
    25440    0.094    0.000    1.165    0.000 vector_algebra.py:12(compute_dot)
    35084    0.093    0.000    8.173    0.000 explicitcomponent.py:262(_compute_wrapper)
   449803    0.090    0.000    0.090    0.000 vector.py:160(__len__)
    71889    0.090    0.000    1.867    0.000 fromnumeric.py:2177(sum)
     9195    0.087    0.000    0.087    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
   143088    0.087    0.000    0.087    0.000 {built-in method numpy.array}
     1600    0.085    0.000    0.234    0.000 geometry.py:117(compute)
     9656    0.082    0.000    0.272    0.000 component.py:1354(_declare_partials)
     8920    0.080    0.000    0.227    0.000 _coo.py:266(_check)
    30086    0.079    0.000    0.143    0.000 petsc_ksp.py:146(__call__)
    53363    0.077    0.000    0.183    0.000 recording_iteration_stack.py:164(__exit__)
  1005866    0.076    0.000    0.076    0.000 explicitcomponent.py:578(is_explicit)
    36245    0.071    0.000    0.071    0.000 {built-in method numpy.arange}
   188188    0.070    0.000    0.070    0.000 default_vector.py:43(__getitem__)
   702588    0.069    0.000    0.069    0.000 einsumfunc.py:1001(_einsum_dispatcher)
   259240    0.067    0.000    0.098    0.000 numeric.py:1380(<listcomp>)
   183815    0.067    0.000    0.067    0.000 {built-in method numpy.empty}
     6720    0.066    0.000    0.763    0.000 eval_mtx.py:75(_compute_semi_infinite_vortex)
    83848    0.064    0.000    0.314    0.000 __init__.py:272(_compile)
     1600    0.063    0.000    0.233    0.000 load_transfer.py:118(compute)
     7987    0.062    0.000    0.082    0.000 shape_base.py:1185(tile)
   241547    0.062    0.000    4.005    0.000 fromnumeric.py:53(_wrapfunc)
   162244    0.060    0.000    0.060    0.000 {method 'update' of 'dict' objects}
     1600    0.059    0.000    0.070    0.000 collocation_points.py:126(compute)
    31372    0.059    0.000    0.059    0.000 {method 'getArray' of 'petsc4py.PETSc.Vec' objects}
 1664/834    0.057    0.000    0.135    0.000 _parser.py:507(_parse)
       80    0.056    0.001    0.269    0.003 vonmises_tube.py:105(compute_partials)
   104610    0.056    0.000    0.056    0.000 fromnumeric.py:72(<dictcomp>)
     1712    0.056    0.000    0.245    0.000 solver.py:316(<listcomp>)
   8335/1    0.054    0.000   12.175   12.175 solver.py:790(_gs_iter)
    17666    0.054    0.000    0.113    0.000 _compressed.py:1168(prune)
   140501    0.053    0.000    2.789    0.000 einsumfunc.py:1009(einsum)
     9656    0.053    0.000    1.060    0.000 component.py:1014(declare_partials)
    24042    0.053    0.000    0.093    0.000 _sputils.py:295(check_shape)
   380839    0.053    0.000    0.053    0.000 {method 'rpartition' of 'str' objects}
    61818    0.052    0.000    0.060    0.000 digraph.py:643(add_edge)
    57952    0.052    0.000    0.078    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
     7024    0.051    0.000    0.834    0.000 _coo.py:331(tocsc)
   674870    0.051    0.000    0.051    0.000 {method 'add' of 'set' objects}
   234675    0.051    0.000    4.042    0.000 fromnumeric.py:1881(nonzero)
373376/32611    0.051    0.000    0.051    0.000 system.py:2825(system_iter)
      8/1    0.051    0.006    0.248    0.248 petsc_transfer.py:58(_setup_transfers)
    10923    0.050    0.000    0.249    0.000 component.py:466(add_input)
   633198    0.050    0.000    0.050    0.000 {method 'partition' of 'str' objects}
8920/8870    0.049    0.000    0.485    0.000 _coo.py:127(__init__)
   231702    0.049    0.000    0.173    0.000 graph.py:489(__getitem__)
   389010    0.049    0.000    0.049    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   808/83    0.049    0.000    0.124    0.001 default_transfer.py:40(_setup_transfers)
   383362    0.048    0.000    0.048    0.000 group.py:1325(<genexpr>)
    23922    0.047    0.000    0.229    0.000 default_vector.py:119(_extract_root_data)
13896/12832    0.047    0.000    0.593    0.000 _compressed.py:26(__init__)
    33442    0.046    0.000    2.041    0.000 vector_algebra.py:44(compute_cross)
      160    0.045    0.000    2.357    0.015 eval_mtx.py:400(compute_partials)
    15476    0.044    0.000    0.049    0.000 vector.py:581(set_var)
     1600    0.043    0.000    0.065    0.000 wing_weight_loads.py:173(compute)
     1600    0.043    0.000    0.053    0.000 compute_transformation_matrix.py:58(compute)
   129692    0.043    0.000    0.043    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   125615    0.042    0.000    0.042    0.000 solver.py:1209(_set_matvec_scope)
    45027    0.042    0.000    0.057    0.000 system.py:4607(record_iteration)
     3200    0.042    0.000    0.181    0.000 get_vectors.py:85(compute)
   216802    0.041    0.000    0.041    0.000 group.py:1323(<listcomp>)
      480    0.041    0.000    0.043    0.000 function_base.py:5172(delete)
    23928    0.041    0.000    1.554    0.000 vector.py:98(__init__)
     4524    0.041    0.000    0.136    0.000 component.py:634(add_output)
   129612    0.039    0.000    0.039    0.000 numeric.py:1455(<listcomp>)
       37    0.038    0.001    0.038    0.001 introspection.py:114(<dictcomp>)
   742480    0.038    0.000    0.038    0.000 {method 'append' of 'list' objects}
    53363    0.038    0.000    0.078    0.000 recording_iteration_stack.py:152(__enter__)
    21259    0.037    0.000    0.037    0.000 {method 'flatten' of 'numpy.ndarray' objects}
    86387    0.036    0.000    0.038    0.000 options_dictionary.py:247(_assert_valid)
    35473    0.036    0.000    0.146    0.000 units.py:854(_find_unit)
   418475    0.036    0.000    0.036    0.000 general_utils.py:826(match_prom_or_abs)
   296094    0.035    0.000    0.035    0.000 system.py:4486(_iter_call_apply_linear)
        1    0.035    0.035    0.073    0.073 group.py:374(_compute_root_scale_factors)
     1286    0.035    0.000    3.486    0.003 petsc_ksp.py:382(apply)
    71337    0.034    0.000    0.058    0.000 numeric.py:1855(isscalar)
   231702    0.034    0.000    0.048    0.000 coreviews.py:49(__iter__)
     1600    0.034    0.000    0.040    0.000 mesh_point_forces.py:78(compute)
     2886    0.034    0.000    0.034    0.000 {method 'solve' of 'SuperLU' objects}
      829    0.033    0.000    0.066    0.000 fnmatch.py:74(translate)
   110822    0.033    0.000    0.093    0.000 _base.py:291(nnz)
    84932    0.032    0.000    0.032    0.000 system.py:2595(_call_user_function)
    15468    0.032    0.000    0.104    0.000 general_utils.py:46(ensure_compatible)
   304232    0.032    0.000    0.032    0.000 {built-in method numpy.asarray}
    77636    0.032    0.000    0.036    0.000 {built-in method builtins.hasattr}
    31686    0.031    0.000    0.065    0.000 solver.py:339(_mpi_print)
     8321    0.031    0.000    0.085    0.000 linalg.py:2383(norm)
   3987/1    0.031    0.000    1.482    1.482 system.py:2160(_setup_vectors)
    36638    0.031    0.000    0.037    0.000 _coo.py:240(getnnz)
    15535    0.030    0.000    0.030    0.000 {method 'intersection' of 'set' objects}
     1600    0.029    0.000    0.036    0.000 vortex_mesh.py:209(compute)
    57180    0.028    0.000    0.028    0.000 {built-in method numpy.zeros}
   342470    0.028    0.000    0.028    0.000 vector.py:308(_abs_iter)
  11961/3    0.028    0.000    0.034    0.011 system.py:3536(get_responses)
    53363    0.027    0.000    0.032    0.000 recording_iteration_stack.py:79(push)
 2499/834    0.027    0.000    0.048    0.000 _compiler.py:37(_compile)
    13601    0.027    0.000    0.086    0.000 utils.py:4(norm)
     7712    0.027    0.000    0.148    0.000 system.py:2384(resolve)
    53363    0.027    0.000    0.031    0.000 recording_iteration_stack.py:92(pop)
    28800    0.026    0.000    0.026    0.000 {method 'setTolerances' of 'petsc4py.PETSc.KSP' objects}
  11961/3    0.026    0.000    0.030    0.010 system.py:3392(get_design_vars)
     1600    0.026    0.000    0.064    0.000 displacement_transfer.py:82(compute)
      718    0.026    0.000    0.026    0.000 total_jac.py:1288(simple_single_jac_scatter)
   118576    0.026    0.000    0.026    0.000 {method 'split' of 'str' objects}
       51    0.026    0.001    0.026    0.001 {method 'create' of 'petsc4py.PETSc.Scatter' objects}
     1712    0.026    0.000    0.417    0.000 solver.py:313(<listcomp>)
    21536    0.025    0.000    0.036    0.000 _sputils.py:238(isshape)
     1680    0.025    0.000    0.043    0.000 _decomp_lu.py:15(lu_factor)
      718    0.025    0.000    0.033    0.000 total_jac.py:1313(_jac_setter_dist)
     3182    0.025    0.000    0.049    0.000 component.py:262(_setup_var_data)
    14624    0.025    0.000    0.025    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   290212    0.024    0.000    0.024    0.000 {method 'items' of 'dict' objects}
   323949    0.024    0.000    0.024    0.000 {built-in method _operator.index}
   121463    0.024    0.000    0.032    0.000 _parser.py:162(__getitem__)
     1600    0.024    0.000    0.316    0.000 fem.py:228(assemble_CSC_K)
     1200    0.023    0.000    0.312    0.000 vector_algebra.py:75(compute_cross_deriv2)
    74184    0.022    0.000    0.022    0.000 _compressed.py:108(getnnz)
    11200    0.022    0.000    0.024    0.000 default_transfer.py:15(_merge)
   153813    0.022    0.000    0.022    0.000 {method 'values' of 'dict' objects}
     9656    0.022    0.000    0.024    0.000 component.py:1525(<listcomp>)
     4315    0.022    0.000    0.038    0.000 jacobian.py:137(__setitem__)
   189100    0.022    0.000    0.022    0.000 {method 'view' of 'numpy.ndarray' objects}
    12083    0.022    0.000    0.030    0.000 numeric.py:274(full)
    43385    0.022    0.000    0.022    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     4065    0.022    0.000    0.046    0.000 group.py:2887(add_subsystem)
     1600    0.021    0.000    0.052    0.000 mtx_rhs.py:125(compute)
     2886    0.021    0.000    0.047    0.000 _decomp_lu.py:89(lu_solve)
     4883    0.021    0.000    0.024    0.000 numeric.py:841(outer)
   247502    0.021    0.000    0.021    0.000 {method 'extend' of 'list' objects}
   216800    0.020    0.000    0.020    0.000 group.py:2208(<genexpr>)
    28399    0.020    0.000    0.024    0.000 digraph.py:420(add_node)
     2810    0.020    0.000    0.020    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
   135081    0.020    0.000    0.020    0.000 system.py:2707(_recording_iter)
      718    0.020    0.000    3.445    0.005 total_jac.py:1142(single_input_setter)
   231704    0.020    0.000    0.020    0.000 coreviews.py:43(__init__)
     3171    0.019    0.000    0.022    0.000 component.py:316(_setup_var_sizes)
     3200    0.019    0.000    0.599    0.000 implicitcomponent.py:118(_solve_nonlinear)
      734    0.019    0.000    0.039    0.000 {built-in method _collections._count_elements}
     1142    0.019    0.000    0.081    0.000 _dia.py:392(tocoo)
      880    0.019    0.000    0.251    0.000 vector_algebra.py:58(compute_cross_deriv1)
    21622    0.018    0.000    0.029    0.000 shape_base.py:23(atleast_1d)
    56995    0.018    0.000    0.018    0.000 getlimits.py:696(min)
     3171    0.018    0.000    2.522    0.001 component.py:163(_setup_procs)
    39894    0.018    0.000    0.036    0.000 component.py:390(_run_root_only)
    11995    0.018    0.000    0.020    0.000 units.py:565(name)
        1    0.017    0.017    0.017    0.017 system.py:2038(_setup_global_shapes)
     7024    0.017    0.000    0.024    0.000 _base.py:78(_csc_container)
    47533    0.017    0.000    0.017    0.000 {method 'sub' of 're.Pattern' objects}
    816/1    0.017    0.000    0.036    0.036 group.py:1582(_resolve_src_inds)
    28800    0.017    0.000    0.022    0.000 petsc_ksp.py:424(_get_ksp_solver)
     2192    0.017    0.000    0.112    0.000 solver.py:146(__init__)
        1    0.016    0.016  403.847  403.847 total_jac.py:1511(compute_totals)
   287962    0.016    0.000    0.016    0.000 {method 'pop' of 'list' objects}
   142853    0.016    0.000    0.016    0.000 multiarray.py:1080(copyto)
    45027    0.016    0.000    0.016    0.000 system.py:558(under_approx)
    31372    0.016    0.000    0.075    0.000 petsc_ksp.py:66(_get_petsc_vec_array_new)
     1600    0.016    0.000    0.043    0.000 eval_velocities.py:115(compute)
     3171    0.016    0.000    0.293    0.000 component.py:339(_setup_partials)
    63233    0.016    0.000    0.016    0.000 _parser.py:231(__next)
     4566    0.016    0.000    0.035    0.000 function_base.py:564(asarray_chkfinite)
    816/1    0.016    0.000    7.846    7.846 group.py:479(_configure)
   6896/1    0.015    0.000   12.176   12.176 group.py:3173(_solve_nonlinear)
     1600    0.015    0.000    0.020    0.000 convert_velocity.py:77(compute)
     1760    0.015    0.000   23.333    0.013 system.py:2510(_scaled_context_all)
    55722    0.015    0.000    0.027    0.000 __init__.py:253(escape)
    816/1    0.015    0.000    3.203    3.203 group.py:508(_setup_procs)
   234675    0.015    0.000    0.015    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
        1    0.015    0.015    1.210    1.210 group.py:1354(_top_level_post_connections)
    12156    0.015    0.000    0.105    0.000 units.py:1088(simplify_unit)
    35538    0.015    0.000    0.078    0.000 __init__.py:178(sub)
   6816/1    0.015    0.000   12.176   12.176 nonlinear_runonce.py:28(solve)
     3988    0.015    0.000    0.163    0.000 system.py:2283(_get_promotion_maps)
       80    0.014    0.000    0.020    0.000 viscous_drag.py:116(compute_partials)
     9668    0.014    0.000    0.056    0.000 _compressed.py:1081(__get_has_canonical_format)
        1    0.014    0.014    0.014    0.014 group.py:2238(_setup_dynamic_shapes)
    26323    0.014    0.000    0.014    0.000 {method 'format' of 'str' objects}
    46770    0.014    0.000    0.014    0.000 {built-in method builtins.max}
 2500/835    0.014    0.000    0.015    0.000 _parser.py:172(getwidth)
     2180    0.014    0.000    0.149    0.000 _coo.py:372(tocsr)
    72126    0.014    0.000    0.017    0.000 _sputils.py:308(<genexpr>)
    15469    0.014    0.000    0.014    0.000 component.py:288(<dictcomp>)
     9656    0.014    0.000    0.050    0.000 component.py:1498(_find_partial_matches)
       80    0.014    0.000    0.092    0.001 vonmises_tube.py:63(compute)
   232466    0.014    0.000    0.014    0.000 {built-in method builtins.iter}
     7360    0.013    0.000    0.229    0.000 vector_algebra.py:8(add_ones_axis)
        1    0.013    0.013    1.956    1.956 group.py:760(_init_relevance)
     1920    0.013    0.000    0.431    0.000 vector_algebra.py:104(compute_norm_deriv)
   129612    0.013    0.000    0.013    0.000 numeric.py:1389(_moveaxis_dispatcher)
    60738    0.013    0.000    0.028    0.000 _parser.py:252(get)
     3987    0.013    0.000    0.043    0.000 system.py:1982(_setup_procs)
     8059    0.013    0.000    0.020    0.000 <frozen os>:674(__getitem__)
     1600    0.013    0.000    0.016    0.000 create_rhs.py:40(compute)
   129041    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
     4000    0.012    0.000    0.012    0.000 system.py:2018(_setup_var_data)
        1    0.012    0.012    0.096    0.096 group.py:1390(_top_level_post_sizes)
     2400    0.012    0.000    0.056    0.000 utils.py:17(unit_d)
   112855    0.012    0.000    0.012    0.000 _base.py:119(get_shape)
    57013    0.012    0.000    0.012    0.000 getlimits.py:709(max)
    51403    0.012    0.000    0.013    0.000 {built-in method _abc._abc_instancecheck}
    23928    0.012    0.000    1.565    0.000 default_vector.py:36(__init__)
     1120    0.011    0.000    0.065    0.000 _construct.py:73(diags)
    58231    0.011    0.000    0.014    0.000 _parser.py:170(append)
    48298    0.011    0.000    0.276    0.000 __init__.py:225(compile)
      320    0.011    0.000    0.160    0.000 eval_mtx.py:85(_compute_semi_infinite_vortex_deriv)
    23928    0.011    0.000    0.246    0.000 default_vector.py:154(_initialize_data)
   129612    0.011    0.000    0.011    0.000 {method 'insert' of 'list' objects}
    23099    0.011    0.000    0.013    0.000 fromnumeric.py:3176(ndim)
    24057    0.011    0.000    0.018    0.000 {built-in method builtins.any}
       80    0.011    0.000    0.026    0.000 geometry.py:181(compute_partials)
     3171    0.011    0.000    0.018    0.000 component.py:1603(_resolve_src_inds)
    21675    0.011    0.000    0.011    0.000 system.py:570(msginfo)
   108493    0.011    0.000    0.011    0.000 {method 'get' of 'dict' objects}
    35332    0.011    0.000    0.011    0.000 _util.py:143(_prune_array)
    28446    0.011    0.000    0.074    0.000 {method 'max' of 'numpy.ndarray' objects}
    28446    0.011    0.000    0.061    0.000 {method 'min' of 'numpy.ndarray' objects}
     1600    0.010    0.000    0.097    0.000 panel_forces.py:100(compute)
    18946    0.010    0.000    0.010    0.000 _base.py:749(__getattr__)
    730/1    0.010    0.000    3.391    3.391 group.py:3355(_linearize)
   124897    0.010    0.000    0.010    0.000 solver.py:1066(does_recursive_applies)
     1712    0.010    0.000    0.681    0.000 solver.py:266(_setup_solvers)
     3171    0.010    0.000    0.353    0.000 component.py:91(__init__)
    23958    0.010    0.000    0.010    0.000 _base.py:105(__init__)
        1    0.010    0.010    6.419    6.419 phase.py:1792(configure)
     8068    0.010    0.000    0.010    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
      734    0.010    0.000    0.010    0.000 group.py:2208(<listcomp>)
    11813    0.010    0.000    0.049    0.000 fromnumeric.py:2692(max)
 1662/833    0.010    0.000    0.012    0.000 _compiler.py:434(_get_literal_prefix)
    23958    0.010    0.000    0.020    0.000 _data.py:20(__init__)
    23040    0.010    0.000    0.012    0.000 name_maps.py:272(abs_key_iter)
     1284    0.010    0.000    0.186    0.000 _compressed.py:507(_mul_sparse_matrix)
    71889    0.010    0.000    0.010    0.000 fromnumeric.py:2172(_sum_dispatcher)
       80    0.009    0.000   11.326    0.142 solver.py:615(_solve)
    16246    0.009    0.000    0.050    0.000 fromnumeric.py:2322(any)
    55722    0.009    0.000    0.009    0.000 {method 'translate' of 'str' objects}
       80    0.009    0.000    0.620    0.008 wing_weight_loads.py:36(setup)
     9668    0.009    0.000    0.258    0.000 _compressed.py:1111(sum_duplicates)
     1600    0.009    0.000    0.458    0.000 fem.py:157(solve_nonlinear)
        1    0.009    0.009    0.402    0.402 introspection.py:747(configure_timeseries_output_introspection)
      816    0.009    0.000    0.031    0.000 proc_allocator.py:56(__call__)
    12564    0.009    0.000    0.010    0.000 component.py:1529(_check_partials_meta)
      170    0.009    0.000    0.009    0.000 {method 'Allgather' of 'mpi4py.MPI.Comm' objects}
     2572    0.009    0.000    0.096    0.000 implicitcomponent.py:270(_solve_linear)
    15447    0.009    0.000    0.017    0.000 component.py:33(_valid_var_name)
    51403    0.009    0.000    0.022    0.000 <frozen abc>:117(__instancecheck__)
        1    0.009    0.009   46.309   46.309 group.py:680(_setup)
        1    0.008    0.008    0.058    0.058 group.py:1230(set_initial_values)
   7974/2    0.008    0.000    0.009    0.005 system.py:2065(_setup_driver_units)
    10772    0.008    0.000    0.008    0.000 {method 'repeat' of 'numpy.ndarray' objects}
    15447    0.008    0.000    0.010    0.000 general_utils.py:726(make_set)
      160    0.008    0.000    0.016    0.000 lagrange.py:4(lagrange_matrices)
     3011    0.008    0.000    0.300    0.000 explicitcomponent.py:140(_setup_partials)
    91544    0.008    0.000    0.008    0.000 system.py:5964(is_explicit)
     8684    0.008    0.000    0.010    0.000 _parser.py:367(_escape)
        1    0.008    0.008    0.010    0.010 group.py:1409(<genexpr>)
     1142    0.008    0.000    0.040    0.000 _dia.py:89(__init__)
    10114    0.008    0.000    0.010    0.000 _sputils.py:216(isintlike)
      718    0.008    0.000    0.067    0.000 total_jac.py:1370(single_jac_setter)
    13446    0.008    0.000    0.011    0.000 <frozen importlib._bootstrap>:405(parent)
      819    0.007    0.000    0.008    0.000 _compiler.py:405(_generate_overlap_table)
        4    0.007    0.002    0.021    0.005 driver.py:505(<listcomp>)
    11712    0.007    0.000    0.098    0.000 units.py:975(is_compatible)
       40    0.007    0.000    0.009    0.000 lgr.py:4(lgr)
    43882    0.007    0.000    0.007    0.000 {built-in method numpy.promote_types}
    83202    0.007    0.000    0.007    0.000 multiarray.py:503(can_cast)
    72126    0.007    0.000    0.007    0.000 _sputils.py:313(<genexpr>)
     1920    0.007    0.000    0.301    0.000 vector_algebra.py:26(compute_dot_deriv)
     4566    0.007    0.000    0.009    0.000 blas.py:384(getter)
      718    0.007    0.000    3.423    0.005 total_jac.py:1132(_zero_vecs)
