         33633124 function calls (33346639 primitive calls) in 300.741 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   712774    0.208    0.000    0.256    0.000 reportviews.py:188(__getitem__)
   239378    0.188    0.000   62.629    0.000 solver.py:1124(_vars_union)
    28399    0.177    0.000    0.181    0.000 digraph.py:420(add_node)
   112616    0.175    0.000   37.080    0.000 default_vector.py:368(scale_to_norm)
    11442    0.166    0.000    0.847    0.000 vector_algebra.py:92(compute_norm)
  1337027    0.158    0.000    0.166    0.000 {built-in method builtins.isinstance}
794642/793948    0.150    0.000    0.197    0.000 {built-in method builtins.len}
   622050    0.149    0.000    0.149    0.000 group.py:54(__iter__)
42311/718    0.149    0.000  214.301    0.298 group.py:3310(_solve_linear)
     7200    0.141    0.000   26.267    0.004 petsc_ksp.py:328(solve)
   112616    0.140    0.000   40.210    0.000 default_vector.py:388(scale_to_phys)
    94147    0.140    0.000    0.140    0.000 options_dictionary.py:527(__getitem__)
    41593    0.139    0.000    0.146    0.000 group.py:3242(_iter_call_apply_linear)
   929725    0.128    0.000    0.130    0.000 {built-in method builtins.getattr}
   276718    0.126    0.000    0.126    0.000 dictionary_jacobian.py:33(_iter_abs_keys)
   991713    0.125    0.000    0.125    0.000 {method 'join' of 'str' objects}
   231702    0.114    0.000    0.135    0.000 coreviews.py:80(__getitem__)
    29840    0.113    0.000    1.300    0.000 implicitcomponent.py:219(_apply_linear)
    77576    0.110    0.000    0.520    0.000 explicitcomponent.py:437(_solve_linear)
    216/1    0.104    0.000    0.252    0.252 group.py:2477(_setup_connections)
    64840    0.095    0.000    0.134    0.000 numeric.py:1330(normalize_axis_tuple)
      840    0.095    0.000    1.905    0.002 eval_mtx.py:304(compute)
    16851    0.093    0.000    0.145    0.000 _sputils.py:147(get_index_dtype)
    32412    0.089    0.000    0.264    0.000 numeric.py:1393(moveaxis)
       37    0.078    0.002    0.078    0.002 introspection.py:114(<dictcomp>)
    27827    0.072    0.000    0.087    0.000 numeric.py:136(ones)
    216/1    0.066    0.000    1.370    1.370 group.py:1956(_setup_var_sizes)
    29204    0.064    0.000    0.065    0.000 {method 'astype' of 'numpy.ndarray' objects}
    77616    0.062    0.000    0.238    0.000 default_vector.py:342(set_vec)
   110426    0.062    0.000    0.062    0.000 {method 'update' of 'dict' objects}
   609150    0.062    0.000    0.062    0.000 multiarray.py:892(bincount)
   237107    0.061    0.000    4.368    0.000 fromnumeric.py:53(_wrapfunc)
      170    0.059    0.000    0.059    0.000 {method 'Allgather' of 'mpi4py.MPI.Comm' objects}
   643726    0.059    0.000    0.059    0.000 {method 'add' of 'set' objects}
     2047    0.056    0.000    0.061    0.000 shape_base.py:1185(tile)
   368539    0.056    0.000    0.056    0.000 {method 'rpartition' of 'str' objects}
    61818    0.055    0.000    0.064    0.000 digraph.py:643(add_edge)
   234675    0.054    0.000    4.410    0.000 fromnumeric.py:1881(nonzero)
      380    0.054    0.000    3.211    0.008 nonlinear_block_gs.py:109(_single_iteration)
      200    0.054    0.000    0.324    0.002 eval_mtx.py:29(_compute_finite_vortex_deriv1)
   231702    0.053    0.000    0.187    0.000 graph.py:489(__getitem__)
      200    0.052    0.000    0.320    0.002 eval_mtx.py:52(_compute_finite_vortex_deriv2)
    43215    0.051    0.000    0.126    0.000 __init__.py:272(_compile)
      718    0.048    0.000    0.049    0.000 total_jac.py:1288(simple_single_jac_scatter)
    43595    0.048    0.000    0.053    0.000 {built-in method builtins.sorted}
   582978    0.047    0.000    0.047    0.000 {method 'partition' of 'str' objects}
   119701    0.046    0.000    0.046    0.000 vector.py:160(__len__)
    33177    0.045    0.000    0.516    0.000 fromnumeric.py:71(_wrapreduction)
      710    0.043    0.000    0.043    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
    27983    0.042    0.000    0.066    0.000 options_dictionary.py:348(declare)
     7460    0.041    0.000    0.075    0.000 petsc_ksp.py:146(__call__)
   182242    0.041    0.000    0.041    0.000 group.py:1323(<listcomp>)
     8764    0.040    0.000    2.415    0.000 explicitcomponent.py:305(_solve_nonlinear)
   418475    0.039    0.000    0.039    0.000 general_utils.py:826(match_prom_or_abs)
   173540    0.038    0.000    0.180    0.000 record_util.py:138(check_path)
       40    0.037    0.001    0.159    0.004 eval_mtx.py:161(setup)
      718    0.037    0.000    0.048    0.000 total_jac.py:1313(_jac_setter_dist)
    33728    0.036    0.000    0.036    0.000 getlimits.py:685(__init__)
   231702    0.036    0.000    0.050    0.000 coreviews.py:49(__iter__)
    14021    0.035    0.000    0.035    0.000 default_vector.py:67(__setitem__)
      8/1    0.035    0.004    0.131    0.131 petsc_transfer.py:58(_setup_transfers)
    13403    0.034    0.000    0.038    0.000 recording_iteration_stack.py:139(__init__)
     4975    0.034    0.000    0.034    0.000 {method 'intersection' of 'set' objects}
   145536    0.033    0.000    0.033    0.000 {method 'match' of 're.Pattern' objects}
   116357    0.033    0.000    0.145    0.000 fnmatch.py:64(fnmatchcase)
     3996    0.033    0.000    0.097    0.000 _compressed.py:136(check_format)
     7720    0.032    0.000    0.032    0.000 {method 'getArray' of 'petsc4py.PETSc.Vec' objects}
     3624    0.031    0.000    0.032    0.000 component.py:1529(_check_partials_meta)
     5479    0.031    0.000    0.034    0.000 numeric.py:67(zeros_like)
      718    0.029    0.000    3.783    0.005 total_jac.py:1142(single_input_setter)
    40068    0.029    0.000    0.029    0.000 {built-in method numpy.array}
      400    0.028    0.000    0.028    0.000 {built-in method scipy.sparse.linalg._dsolve._superlu.gstrf}
     8804    0.028    0.000    2.390    0.000 explicitcomponent.py:262(_compute_wrapper)
    35111    0.027    0.000    0.027    0.000 solver.py:1209(_set_matvec_scope)
     2800    0.027    0.000    0.078    0.000 _coo.py:266(_check)
     2876    0.027    0.000    0.115    0.000 component.py:1354(_declare_partials)
   109808    0.026    0.000    0.026    0.000 {method 'split' of 'str' objects}
        1    0.026    0.026  245.226  245.226 total_jac.py:1511(compute_totals)
     1187    0.026    0.000    0.070    0.000 system.py:411(__init__)
   223882    0.026    0.000    0.026    0.000 group.py:1325(<genexpr>)
       17    0.026    0.002    0.026    0.002 {method 'allreduce' of 'mpi4py.MPI.Comm' objects}
    14632    0.026    0.000    0.036    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
    11705    0.025    0.000    0.025    0.000 {built-in method numpy.arange}
     1520    0.025    0.000   25.996    0.017 system.py:2510(_scaled_context_all)
     2775    0.025    0.000    0.025    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
    18009    0.024    0.000    0.500    0.000 fromnumeric.py:2177(sum)
     6360    0.024    0.000    0.364    0.000 vector_algebra.py:12(compute_dot)
        1    0.024    0.024    0.635    0.635 introspection.py:747(configure_timeseries_output_introspection)
      400    0.023    0.000    0.064    0.000 geometry.py:117(compute)
   205323    0.023    0.000    0.023    0.000 {method 'extend' of 'list' objects}
        2    0.022    0.011    0.022    0.011 {method 'Split' of 'mpi4py.MPI.Comm' objects}
    13403    0.022    0.000    0.055    0.000 recording_iteration_stack.py:164(__exit__)
   196460    0.021    0.000    0.021    0.000 group.py:2208(<genexpr>)
        1    0.021    0.021    2.345    2.345 group.py:760(_init_relevance)
   254078    0.021    0.000    0.021    0.000 explicitcomponent.py:578(is_explicit)
    47956    0.020    0.000    0.020    0.000 default_vector.py:43(__getitem__)
       51    0.020    0.000    0.020    0.000 {method 'create' of 'petsc4py.PETSc.Scatter' objects}
   231704    0.020    0.000    0.020    0.000 coreviews.py:43(__init__)
    15481    0.020    0.000    0.020    0.000 {built-in method numpy.zeros}
    19689    0.020    0.000    0.099    0.000 units.py:854(_find_unit)
        1    0.020    0.020    9.733    9.733 phase.py:1792(configure)
   370665    0.020    0.000    0.020    0.000 {method 'append' of 'list' objects}
   2095/1    0.020    0.000    4.082    4.082 solver.py:790(_gs_iter)
    48515    0.019    0.000    0.019    0.000 {built-in method numpy.empty}
      194    0.019    0.000    0.041    0.000 {built-in method _collections._count_elements}
     1680    0.019    0.000    0.208    0.000 eval_mtx.py:75(_compute_semi_infinite_vortex)
   175728    0.019    0.000    0.019    0.000 einsumfunc.py:1001(_einsum_dispatcher)
     2876    0.019    0.000    0.373    0.000 component.py:1014(declare_partials)
     2224    0.018    0.000    0.277    0.000 _coo.py:331(tocsc)
        1    0.018    0.018    0.031    0.031 group.py:374(_compute_root_scale_factors)
      452    0.018    0.000    0.079    0.000 solver.py:316(<listcomp>)
     7860    0.018    0.000    0.034    0.000 solver.py:339(_mpi_print)
    33177    0.018    0.000    0.018    0.000 fromnumeric.py:72(<dictcomp>)
        1    0.018    0.018    0.078    0.078 group.py:1390(_top_level_post_sizes)
2800/2750    0.018    0.000    0.171    0.000 _coo.py:127(__init__)
     3663    0.018    0.000    0.086    0.000 component.py:466(add_input)
      400    0.017    0.000    0.062    0.000 load_transfer.py:118(compute)
     7122    0.017    0.000    0.030    0.000 _sputils.py:295(check_shape)
    64840    0.017    0.000    0.025    0.000 numeric.py:1380(<listcomp>)
     5359    0.017    0.000    0.017    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     4946    0.016    0.000    0.034    0.000 _compressed.py:1168(prune)
      400    0.016    0.000    0.019    0.000 collocation_points.py:126(compute)
   234675    0.016    0.000    0.016    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
  460/231    0.016    0.000    0.037    0.000 _parser.py:507(_parse)
96896/8611    0.016    0.000    0.016    0.000 system.py:2825(system_iter)
       40    0.016    0.000    0.716    0.018 eval_mtx.py:400(compute_partials)
        1    0.016    0.016    0.016    0.016 system.py:2038(_setup_global_shapes)
     7200    0.016    0.000    0.018    0.000 petsc_ksp.py:424(_get_ksp_solver)
     4916    0.016    0.000    0.018    0.000 vector.py:581(set_var)
       20    0.015    0.001    0.072    0.004 vonmises_tube.py:105(compute_partials)
3996/3712    0.015    0.000    0.187    0.000 _compressed.py:26(__init__)
    11307    0.015    0.000    0.019    0.000 system.py:4607(record_iteration)
    216/1    0.015    0.000   11.209   11.209 group.py:479(_configure)
      120    0.014    0.000    0.015    0.000 function_base.py:5172(delete)
    78096    0.014    0.000    0.014    0.000 system.py:4486(_iter_call_apply_linear)
        1    0.014    0.014    1.677    1.677 group.py:1354(_top_level_post_connections)
    35141    0.014    0.000    0.866    0.000 einsumfunc.py:1009(einsum)
   231774    0.014    0.000    0.014    0.000 {built-in method builtins.iter}
     7200    0.014    0.000    0.014    0.000 {method 'setTolerances' of 'petsc4py.PETSc.KSP' objects}
     6282    0.014    0.000    0.020    0.000 default_vector.py:119(_extract_root_data)
   245776    0.013    0.000    0.013    0.000 {method 'pop' of 'list' objects}
      718    0.013    0.000    0.110    0.000 total_jac.py:1370(single_jac_setter)
      718    0.013    0.000    3.753    0.005 total_jac.py:1132(_zero_vecs)
      260    0.013    0.000    1.047    0.004 petsc_ksp.py:382(apply)
    97290    0.013    0.000    0.013    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     6288    0.013    0.000    0.552    0.000 vector.py:98(__init__)
    29207    0.013    0.000    0.014    0.000 options_dictionary.py:247(_assert_valid)
   208/23    0.013    0.000    0.033    0.001 default_transfer.py:40(_setup_transfers)
      400    0.013    0.000    0.019    0.000 wing_weight_loads.py:173(compute)
      800    0.013    0.000    0.063    0.000 get_vectors.py:85(compute)
      660    0.012    0.000    0.012    0.000 {method 'solve' of 'SuperLU' objects}
   119201    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
     1224    0.012    0.000    0.042    0.000 component.py:634(add_output)
    20276    0.012    0.000    0.013    0.000 {built-in method builtins.hasattr}
      400    0.012    0.000    0.014    0.000 compute_transformation_matrix.py:58(compute)
        1    0.012    0.012    0.012    0.012 group.py:2238(_setup_dynamic_shapes)
    32432    0.011    0.000    0.011    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    43743    0.011    0.000    0.011    0.000 {method 'values' of 'dict' objects}
    21068    0.011    0.000    0.011    0.000 system.py:2595(_call_user_function)
    13403    0.011    0.000    0.023    0.000 recording_iteration_stack.py:152(__enter__)
     8362    0.011    0.000    0.591    0.000 vector_algebra.py:44(compute_cross)
      194    0.011    0.000    0.011    0.000 group.py:2208(<listcomp>)
    20037    0.011    0.000    0.018    0.000 numeric.py:1855(isscalar)
     4908    0.011    0.000    0.036    0.000 general_utils.py:46(ensure_compatible)
    11258    0.010    0.000    0.013    0.000 _coo.py:240(getnnz)
    31922    0.010    0.000    0.029    0.000 _base.py:291(nnz)
    32412    0.010    0.000    0.010    0.000 numeric.py:1455(<listcomp>)
    86132    0.010    0.000    0.010    0.000 {built-in method numpy.asarray}
     2321    0.010    0.000    0.028    0.000 linalg.py:2383(norm)
      400    0.010    0.000    0.011    0.000 mesh_point_forces.py:78(compute)
      228    0.009    0.000    0.018    0.000 fnmatch.py:74(translate)
   1047/1    0.009    0.000    0.504    0.504 system.py:2160(_setup_vectors)
   3141/3    0.009    0.000    0.011    0.004 system.py:3536(get_responses)
   3141/3    0.009    0.000    0.087    0.029 system.py:3392(get_design_vars)
      160    0.009    0.000    0.018    0.000 lagrange.py:4(lagrange_matrices)
    99950    0.009    0.000    0.009    0.000 vector.py:308(_abs_iter)
     6416    0.009    0.000    0.012    0.000 _sputils.py:238(isshape)
     7720    0.009    0.000    0.041    0.000 petsc_ksp.py:66(_get_petsc_vec_array_new)
     4463    0.009    0.000    0.012    0.000 numeric.py:274(full)
      432    0.009    0.000    0.009    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      842    0.009    0.000    0.017    0.000 component.py:262(_setup_var_data)
    82578    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
      420    0.008    0.000    0.014    0.000 _decomp_lu.py:15(lu_factor)
      735    0.008    0.000    0.008    0.000 system.py:2404(<dictcomp>)
    23285    0.008    0.000    0.008    0.000 {method 'sub' of 're.Pattern' objects}
     4124    0.008    0.000    0.008    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.008    0.008    0.010    0.010 group.py:1409(<genexpr>)
      400    0.008    0.000    0.010    0.000 vortex_mesh.py:209(compute)
    19754    0.008    0.000    0.061    0.000 __init__.py:178(sub)
        4    0.008    0.002    0.022    0.006 driver.py:505(<listcomp>)
    13403    0.008    0.000    0.009    0.000 recording_iteration_stack.py:79(push)
      660    0.008    0.000    0.017    0.000 _decomp_lu.py:89(lu_solve)
       40    0.008    0.000    0.009    0.000 lgr.py:4(lgr)
      400    0.008    0.000    0.098    0.000 fem.py:228(assemble_CSC_K)
  694/231    0.008    0.000    0.013    0.000 _compiler.py:37(_compile)
    13403    0.007    0.000    0.009    0.000 recording_iteration_stack.py:92(pop)
     3401    0.007    0.000    0.023    0.000 utils.py:4(norm)
     2012    0.007    0.000    0.023    0.000 system.py:2384(resolve)
     6403    0.007    0.000    0.007    0.000 default_vector.py:548(get_slice_dict)
      400    0.007    0.000    0.018    0.000 displacement_transfer.py:82(compute)
      300    0.007    0.000    0.091    0.000 vector_algebra.py:75(compute_cross_deriv2)
      452    0.007    0.000    0.116    0.000 solver.py:313(<listcomp>)
    56380    0.007    0.000    0.007    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.007    0.003    0.007    0.003 {built-in method _pickle.load}
     2920    0.007    0.000    0.007    0.000 default_transfer.py:15(_merge)
     1185    0.007    0.000    0.016    0.000 group.py:2887(add_subsystem)
      812    0.007    0.000    0.044    0.000 solver.py:146(__init__)
    10014    0.007    0.000    0.014    0.000 component.py:390(_run_root_only)
        2    0.007    0.003    0.011    0.006 driver.py:531(<listcomp>)
    12227    0.007    0.000    0.007    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      400    0.007    0.000    0.016    0.000 mtx_rhs.py:125(compute)
    20664    0.007    0.000    0.007    0.000 _compressed.py:108(getnnz)
     1135    0.006    0.000    0.011    0.000 jacobian.py:137(__setitem__)
      710    0.006    0.000    0.006    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
    31646    0.006    0.000    0.009    0.000 _parser.py:162(__getitem__)
    34393    0.006    0.000    0.006    0.000 solver.py:1066(does_recursive_applies)
    84189    0.006    0.000    0.006    0.000 {built-in method _operator.index}
     2224    0.006    0.000    0.009    0.000 _base.py:78(_csc_container)
    33921    0.006    0.000    0.006    0.000 system.py:2707(_recording_iter)
    74153    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
     1223    0.006    0.000    0.007    0.000 numeric.py:841(outer)
      220    0.006    0.000    0.076    0.000 vector_algebra.py:58(compute_cross_deriv1)
      336    0.006    0.000    0.024    0.000 _compressed.py:1048(toarray)
      194    0.006    0.000    0.008    0.000 group.py:2214(<listcomp>)
    16855    0.006    0.000    0.006    0.000 getlimits.py:696(min)
      800    0.006    0.000    0.184    0.000 implicitcomponent.py:118(_solve_nonlinear)
      831    0.006    0.000    0.021    0.000 component.py:316(_setup_var_sizes)
      831    0.006    0.000    0.875    0.001 component.py:163(_setup_procs)
3819/3809    0.006    0.000    0.009    0.000 group.py:3012(connect)
     1080    0.006    0.000    0.012    0.000 function_base.py:564(asarray_chkfinite)
     3531    0.006    0.000    0.006    0.000 units.py:565(name)
      102    0.005    0.000    0.006    0.000 {method 'createGeneral' of 'petsc4py.PETSc.IS' objects}
      302    0.005    0.000    0.023    0.000 _dia.py:392(tocoo)
    23449    0.005    0.000    0.086    0.000 __init__.py:225(compile)
        1    0.005    0.005    0.032    0.032 group.py:4060(_setup_auto_ivcs)
    216/1    0.005    0.000    0.012    0.012 group.py:1582(_resolve_src_inds)
     8052    0.005    0.000    0.086    0.000 units.py:975(is_compatible)
        1    0.005    0.005    0.189    0.189 transcription_base.py:317(configure_states_introspection)
     5662    0.005    0.000    0.008    0.000 shape_base.py:23(atleast_1d)
     4909    0.005    0.000    0.005    0.000 component.py:288(<dictcomp>)
    216/1    0.005    0.000    1.054    1.054 group.py:508(_setup_procs)
        1    0.005    0.005    0.005    0.005 group.py:1363(_check_prom_masking)
   1736/1    0.005    0.000    4.082    4.082 group.py:3173(_solve_nonlinear)
      831    0.005    0.000    0.121    0.000 component.py:339(_setup_partials)
     7930    0.005    0.000    0.025    0.000 fromnumeric.py:2322(any)
     2888    0.005    0.000    0.020    0.000 _compressed.py:1081(__get_has_canonical_format)
    16363    0.005    0.000    0.006    0.000 {built-in method _abc._abc_instancecheck}
    13818    0.005    0.000    0.005    0.000 {built-in method builtins.max}
     3692    0.005    0.000    0.034    0.000 units.py:1088(simplify_unit)
    37853    0.005    0.000    0.005    0.000 multiarray.py:1080(copyto)
      400    0.005    0.000    0.013    0.000 eval_velocities.py:115(compute)
   1716/1    0.004    0.000    4.082    4.082 nonlinear_runonce.py:28(solve)
     2876    0.004    0.000    0.011    0.000 component.py:1498(_find_partial_matches)
    16515    0.004    0.000    0.004    0.000 _parser.py:231(__next)
      400    0.004    0.000    0.006    0.000 convert_velocity.py:77(compute)
  695/232    0.004    0.000    0.005    0.000 _parser.py:172(getwidth)
    21366    0.004    0.000    0.005    0.000 _sputils.py:308(<genexpr>)
     7499    0.004    0.000    0.005    0.000 fromnumeric.py:3176(ndim)
     1048    0.004    0.000    0.027    0.000 system.py:2283(_get_promotion_maps)
    33355    0.004    0.000    0.004    0.000 _base.py:119(get_shape)
    14424    0.004    0.000    0.007    0.000 __init__.py:253(escape)
    11307    0.004    0.000    0.004    0.000 system.py:558(under_approx)
    190/1    0.004    0.000    1.014    1.014 group.py:3355(_linearize)
      400    0.004    0.000    0.005    0.000 create_rhs.py:40(compute)
      560    0.004    0.000    0.042    0.000 _coo.py:372(tocsr)
     1060    0.004    0.000    0.004    0.000 system.py:2018(_setup_var_data)
       20    0.004    0.000    0.006    0.000 viscous_drag.py:116(compute_partials)
    22640    0.004    0.000    0.004    0.000 system.py:5964(is_explicit)
    16873    0.004    0.000    0.004    0.000 getlimits.py:709(max)
     1047    0.004    0.000    0.013    0.000 system.py:1982(_setup_procs)
     2488    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
      336    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_todense}
        1    0.004    0.004   50.162   50.162 group.py:680(_setup)
     9126    0.004    0.000    0.022    0.000 {method 'min' of 'numpy.ndarray' objects}
     6583    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
     9126    0.004    0.000    0.027    0.000 {method 'max' of 'numpy.ndarray' objects}
       20    0.004    0.000    0.024    0.001 vonmises_tube.py:63(compute)
       80    0.004    0.000    0.044    0.001 eval_mtx.py:85(_compute_semi_infinite_vortex_deriv)
     7098    0.004    0.000    0.004    0.000 _base.py:105(__init__)
    15825    0.004    0.000    0.008    0.000 _parser.py:252(get)
     4010    0.004    0.000    0.018    0.000 fromnumeric.py:2692(max)
        1    0.004    0.004    0.017    0.017 introspection.py:594(configure_states_discovery)
      480    0.004    0.000    0.126    0.000 vector_algebra.py:104(compute_norm_deriv)
     5686    0.004    0.000    0.004    0.000 _base.py:749(__getattr__)
     7137    0.004    0.000    0.006    0.000 {built-in method builtins.any}
     1840    0.004    0.000    0.069    0.000 vector_algebra.py:8(add_ones_axis)
     2239    0.003    0.000    0.005    0.000 <frozen os>:674(__getitem__)
    32412    0.003    0.000    0.003    0.000 numeric.py:1389(_moveaxis_dispatcher)
     9892    0.003    0.000    0.003    0.000 _util.py:143(_prune_array)
       20    0.003    0.000    3.409    0.170 solver.py:615(_solve)
        1    0.003    0.003    0.021    0.021 group.py:1230(set_initial_values)
     7098    0.003    0.000    0.007    0.000 _data.py:20(__init__)
     6288    0.003    0.000    0.555    0.000 default_vector.py:36(__init__)
      831    0.003    0.000    0.006    0.000 component.py:1603(_resolve_src_inds)
     6075    0.003    0.000    0.003    0.000 system.py:570(msginfo)
      600    0.003    0.000    0.015    0.000 utils.py:17(unit_d)
      280    0.003    0.000    0.018    0.000 _construct.py:73(diags)
     6288    0.003    0.000    0.028    0.000 default_vector.py:154(_initialize_data)
   2094/2    0.003    0.000    0.003    0.002 system.py:2065(_setup_driver_units)
      400    0.003    0.000    0.027    0.000 panel_forces.py:100(compute)
    15121    0.003    0.000    0.004    0.000 _parser.py:170(append)
     2888    0.003    0.000    0.082    0.000 _compressed.py:1111(sum_duplicates)
    20620    0.003    0.000    0.003    0.000 graph.py:453(__contains__)
       20    0.003    0.000    0.007    0.000 geometry.py:181(compute_partials)
     6720    0.003    0.000    0.004    0.000 name_maps.py:272(abs_key_iter)
      400    0.003    0.000    0.141    0.000 fem.py:157(solve_nonlinear)
     6606    0.003    0.000    0.003    0.000 system.py:2295(split_list)
      340    0.003    0.000    0.014    0.000 _base.py:1287(_process_toarray_args)
      452    0.003    0.000    0.201    0.000 solver.py:266(_setup_solvers)
    32412    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
    16363    0.003    0.000    0.009    0.000 <frozen abc>:117(__instancecheck__)
      831    0.003    0.000    0.054    0.000 component.py:91(__init__)
     4887    0.003    0.000    0.006    0.000 component.py:33(_valid_var_name)
      520    0.003    0.000    0.035    0.000 implicitcomponent.py:270(_solve_linear)
      216    0.003    0.000    0.032    0.000 proc_allocator.py:56(__call__)
  458/230    0.003    0.000    0.004    0.000 _compiler.py:434(_get_literal_prefix)
      217    0.003    0.000    0.012    0.000 group.py:1087(_get_var_offsets)
     3094    0.003    0.000    0.004    0.000 _sputils.py:216(isintlike)
       20    0.003    0.000    0.168    0.008 wing_weight_loads.py:36(setup)
