         33908644 function calls (33620143 primitive calls) in 300.736 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   695980    0.443    0.000   14.281    0.000 contextlib.py:141(__exit__)
        1    0.442    0.442    2.225    2.225 group.py:786(get_relevant_vars)
    88292    0.433    0.000    0.464    0.000 default_vector.py:265(__iadd__)
    14483    0.432    0.000    0.469    0.000 {method 'createWithArray' of 'petsc4py.PETSc.Vec' objects}
     8536    0.414    0.000   10.680    0.001 petsc_transfer.py:224(_transfer)
  1392040    0.404    0.000   29.000    0.000 {built-in method builtins.next}
   695980    0.393    0.000    1.129    0.000 contextlib.py:284(helper)
     7572    0.382    0.000   22.305    0.003 petsc_ksp.py:265(mult)
   622776    0.332    0.000    0.332    0.000 {method 'intersection' of 'frozenset' objects}
    10802    0.330    0.000    0.682    0.000 numeric.py:1468(cross)
     6288    0.320    0.000    0.334    0.000 default_vector.py:188(_initialize_views)
      218    0.319    0.001    0.570    0.003 group.py:1915(_find_vars_to_gather)
   302749    0.317    0.000    0.317    0.000 {method 'dot' of 'numpy.ndarray' objects}
  1078412    0.309    0.000    0.459    0.000 general_utils.py:323(all_ancestors)
      218    0.298    0.001    1.355    0.006 group.py:1605(_setup_var_data)
   675018    0.283    0.000    0.283    0.000 group.py:365(<genexpr>)
   586720    0.256    0.000    0.432    0.000 system.py:2474(_unscaled_context)
   308081    0.255    0.000    0.535    0.000 group.py:982(all_connected_nodes)
   695980    0.249    0.000   15.411    0.000 contextlib.py:132(__enter__)
   763762    0.244    0.000    0.836    0.000 default_vector.py:440(asarray)
        1    0.241    0.241    1.414    1.414 group.py:1297(_get_all_promotes)
   130285    0.233    0.000    0.517    0.000 group.py:320(_get_matvec_scope)
     4200    0.217    0.000    1.560    0.000 eval_mtx.py:14(_compute_finite_vortex)
   712774    0.207    0.000    0.256    0.000 reportviews.py:188(__getitem__)
   245426    0.189    0.000   60.907    0.000 solver.py:1124(_vars_union)
    28399    0.182    0.000    0.186    0.000 digraph.py:420(add_node)
    11442    0.165    0.000    0.844    0.000 vector_algebra.py:92(compute_norm)
   115976    0.158    0.000   37.215    0.000 default_vector.py:368(scale_to_norm)
   631122    0.157    0.000    0.157    0.000 group.py:54(__iter__)
    94931    0.152    0.000    0.152    0.000 options_dictionary.py:527(__getitem__)
797778/797084    0.151    0.000    0.199    0.000 {built-in method builtins.len}
   115976    0.151    0.000   40.194    0.000 default_vector.py:388(scale_to_phys)
  1344531    0.148    0.000    0.157    0.000 {built-in method builtins.isinstance}
   939805    0.137    0.000    0.139    0.000 {built-in method builtins.getattr}
     7200    0.135    0.000   26.723    0.004 petsc_ksp.py:328(solve)
42759/718    0.129    0.000  214.488    0.299 group.py:3310(_solve_linear)
    42041    0.127    0.000    0.134    0.000 group.py:3242(_iter_call_apply_linear)
    79928    0.124    0.000    0.545    0.000 explicitcomponent.py:437(_solve_linear)
   281422    0.124    0.000    0.124    0.000 dictionary_jacobian.py:33(_iter_abs_keys)
   991713    0.122    0.000    0.122    0.000 {method 'join' of 'str' objects}
   231702    0.114    0.000    0.134    0.000 coreviews.py:80(__getitem__)
    216/1    0.105    0.000    0.265    0.265 group.py:2477(_setup_connections)
    30288    0.102    0.000    1.325    0.000 implicitcomponent.py:219(_apply_linear)
    64840    0.095    0.000    0.134    0.000 numeric.py:1330(normalize_axis_tuple)
      840    0.094    0.000    1.894    0.002 eval_mtx.py:304(compute)
    16851    0.091    0.000    0.141    0.000 _sputils.py:147(get_index_dtype)
    32412    0.090    0.000    0.264    0.000 numeric.py:1393(moveaxis)
       37    0.079    0.002    0.079    0.002 introspection.py:114(<dictcomp>)
    27827    0.069    0.000    0.084    0.000 numeric.py:136(ones)
    79968    0.067    0.000    0.245    0.000 default_vector.py:342(set_vec)
   618446    0.067    0.000    0.067    0.000 multiarray.py:892(bincount)
      170    0.066    0.000    0.066    0.000 {method 'Allgather' of 'mpi4py.MPI.Comm' objects}
    216/1    0.066    0.000    1.371    1.371 group.py:1956(_setup_var_sizes)
    29204    0.065    0.000    0.066    0.000 {method 'astype' of 'numpy.ndarray' objects}
   237107    0.062    0.000    4.360    0.000 fromnumeric.py:53(_wrapfunc)
   110426    0.062    0.000    0.062    0.000 {method 'update' of 'dict' objects}
    61818    0.057    0.000    0.066    0.000 digraph.py:643(add_edge)
   643726    0.056    0.000    0.056    0.000 {method 'add' of 'set' objects}
   368539    0.055    0.000    0.055    0.000 {method 'rpartition' of 'str' objects}
      380    0.054    0.000    3.182    0.008 nonlinear_block_gs.py:109(_single_iteration)
   234675    0.054    0.000    4.401    0.000 fromnumeric.py:1881(nonzero)
   231702    0.053    0.000    0.187    0.000 graph.py:489(__getitem__)
     2047    0.053    0.000    0.058    0.000 shape_base.py:1185(tile)
      200    0.052    0.000    0.320    0.002 eval_mtx.py:29(_compute_finite_vortex_deriv1)
      200    0.049    0.000    0.315    0.002 eval_mtx.py:52(_compute_finite_vortex_deriv2)
    43215    0.049    0.000    0.123    0.000 __init__.py:272(_compile)
   122725    0.047    0.000    0.047    0.000 vector.py:160(__len__)
      718    0.046    0.000    0.047    0.000 total_jac.py:1288(simple_single_jac_scatter)
   582978    0.046    0.000    0.046    0.000 {method 'partition' of 'str' objects}
    43595    0.046    0.000    0.051    0.000 {built-in method builtins.sorted}
    33177    0.046    0.000    0.515    0.000 fromnumeric.py:71(_wrapreduction)
      710    0.043    0.000    0.043    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
    27983    0.043    0.000    0.067    0.000 options_dictionary.py:348(declare)
     8764    0.042    0.000    2.392    0.000 explicitcomponent.py:305(_solve_nonlinear)
       17    0.042    0.002    0.042    0.002 {method 'allreduce' of 'mpi4py.MPI.Comm' objects}
   182242    0.039    0.000    0.039    0.000 group.py:1323(<listcomp>)
     7572    0.039    0.000    0.074    0.000 petsc_ksp.py:146(__call__)
   418475    0.038    0.000    0.038    0.000 general_utils.py:826(match_prom_or_abs)
   173540    0.037    0.000    0.179    0.000 record_util.py:138(check_path)
      718    0.037    0.000    0.047    0.000 total_jac.py:1313(_jac_setter_dist)
        1    0.037    0.037    0.037    0.037 {method 'gather' of 'mpi4py.MPI.Comm' objects}
   231702    0.036    0.000    0.051    0.000 coreviews.py:49(__iter__)
       40    0.035    0.001    0.157    0.004 eval_mtx.py:161(setup)
    14245    0.034    0.000    0.034    0.000 default_vector.py:67(__setitem__)
    33728    0.034    0.000    0.034    0.000 getlimits.py:685(__init__)
      8/1    0.034    0.004    0.132    0.132 petsc_transfer.py:58(_setup_transfers)
    13403    0.034    0.000    0.038    0.000 recording_iteration_stack.py:139(__init__)
   145536    0.033    0.000    0.033    0.000 {method 'match' of 're.Pattern' objects}
   116357    0.033    0.000    0.144    0.000 fnmatch.py:64(fnmatchcase)
     4975    0.033    0.000    0.033    0.000 {method 'intersection' of 'set' objects}
     3624    0.032    0.000    0.033    0.000 component.py:1529(_check_partials_meta)
     3996    0.032    0.000    0.096    0.000 _compressed.py:136(check_format)
     7944    0.032    0.000    0.032    0.000 {method 'getArray' of 'petsc4py.PETSc.Vec' objects}
     5479    0.030    0.000    0.033    0.000 numeric.py:67(zeros_like)
    35559    0.029    0.000    0.029    0.000 solver.py:1209(_set_matvec_scope)
    40068    0.029    0.000    0.029    0.000 {built-in method numpy.array}
      718    0.028    0.000    3.768    0.005 total_jac.py:1142(single_input_setter)
      400    0.028    0.000    0.028    0.000 {built-in method scipy.sparse.linalg._dsolve._superlu.gstrf}
     8804    0.027    0.000    2.370    0.000 explicitcomponent.py:262(_compute_wrapper)
     2800    0.027    0.000    0.076    0.000 _coo.py:266(_check)
     2876    0.027    0.000    0.114    0.000 component.py:1354(_declare_partials)
    14632    0.027    0.000    0.037    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
     1187    0.026    0.000    0.070    0.000 system.py:411(__init__)
   109808    0.026    0.000    0.026    0.000 {method 'split' of 'str' objects}
        1    0.025    0.025    0.636    0.636 introspection.py:747(configure_timeseries_output_introspection)
    11705    0.025    0.000    0.025    0.000 {built-in method numpy.arange}
     2775    0.025    0.000    0.025    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
   223882    0.025    0.000    0.025    0.000 group.py:1325(<genexpr>)
        1    0.025    0.025  245.225  245.225 total_jac.py:1511(compute_totals)
    18009    0.024    0.000    0.499    0.000 fromnumeric.py:2177(sum)
     6360    0.024    0.000    0.363    0.000 vector_algebra.py:12(compute_dot)
        1    0.024    0.024    2.331    2.331 group.py:760(_init_relevance)
     1520    0.024    0.000   25.833    0.017 system.py:2510(_scaled_context_all)
      400    0.023    0.000    0.064    0.000 geometry.py:117(compute)
   205323    0.023    0.000    0.023    0.000 {method 'extend' of 'list' objects}
   258334    0.022    0.000    0.022    0.000 explicitcomponent.py:578(is_explicit)
    13403    0.021    0.000    0.051    0.000 recording_iteration_stack.py:164(__exit__)
   196460    0.021    0.000    0.021    0.000 group.py:2208(<genexpr>)
    48180    0.021    0.000    0.021    0.000 default_vector.py:43(__getitem__)
       40    0.020    0.001    0.714    0.018 eval_mtx.py:400(compute_partials)
       51    0.020    0.000    0.020    0.000 {method 'create' of 'petsc4py.PETSc.Scatter' objects}
    19689    0.020    0.000    0.096    0.000 units.py:854(_find_unit)
      372    0.020    0.000    1.498    0.004 petsc_ksp.py:382(apply)
   231704    0.020    0.000    0.020    0.000 coreviews.py:43(__init__)
   370777    0.020    0.000    0.020    0.000 {method 'append' of 'list' objects}
    15481    0.020    0.000    0.020    0.000 {built-in method numpy.zeros}
    48515    0.019    0.000    0.019    0.000 {built-in method numpy.empty}
      194    0.019    0.000    0.040    0.000 {built-in method _collections._count_elements}
     1680    0.019    0.000    0.210    0.000 eval_mtx.py:75(_compute_semi_infinite_vortex)
        1    0.019    0.019    9.739    9.739 phase.py:1792(configure)
     2876    0.019    0.000    0.370    0.000 component.py:1014(declare_partials)
     7200    0.019    0.000    0.020    0.000 petsc_ksp.py:424(_get_ksp_solver)
     2224    0.018    0.000    0.274    0.000 _coo.py:331(tocsc)
   175728    0.018    0.000    0.018    0.000 einsumfunc.py:1001(_einsum_dispatcher)
   2095/1    0.018    0.000    4.086    4.086 solver.py:790(_gs_iter)
        1    0.018    0.018    0.031    0.031 group.py:374(_compute_root_scale_factors)
      452    0.018    0.000    0.078    0.000 solver.py:316(<listcomp>)
    64840    0.018    0.000    0.026    0.000 numeric.py:1380(<listcomp>)
     7972    0.018    0.000    0.036    0.000 solver.py:339(_mpi_print)
        2    0.018    0.009    0.018    0.009 {method 'Split' of 'mpi4py.MPI.Comm' objects}
    33177    0.017    0.000    0.017    0.000 fromnumeric.py:72(<dictcomp>)
     3663    0.017    0.000    0.084    0.000 component.py:466(add_input)
        1    0.017    0.017    0.077    0.077 group.py:1390(_top_level_post_sizes)
2800/2750    0.017    0.000    0.167    0.000 _coo.py:127(__init__)
      400    0.017    0.000    0.063    0.000 load_transfer.py:118(compute)
     5359    0.017    0.000    0.017    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     7122    0.017    0.000    0.030    0.000 _sputils.py:295(check_shape)
     4946    0.016    0.000    0.034    0.000 _compressed.py:1168(prune)
    216/1    0.016    0.000   11.209   11.209 group.py:479(_configure)
      400    0.016    0.000    0.019    0.000 collocation_points.py:126(compute)
  460/231    0.016    0.000    0.037    0.000 _parser.py:507(_parse)
   234675    0.016    0.000    0.016    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
      120    0.016    0.000    0.017    0.000 function_base.py:5172(delete)
3996/3712    0.015    0.000    0.185    0.000 _compressed.py:26(__init__)
        1    0.015    0.015    0.015    0.015 system.py:2038(_setup_global_shapes)
     4916    0.015    0.000    0.017    0.000 vector.py:581(set_var)
       20    0.015    0.001    0.071    0.004 vonmises_tube.py:105(compute_partials)
96896/8611    0.015    0.000    0.015    0.000 system.py:2825(system_iter)
      772    0.015    0.000    0.015    0.000 {method 'solve' of 'SuperLU' objects}
    80672    0.014    0.000    0.014    0.000 system.py:4486(_iter_call_apply_linear)
    35141    0.014    0.000    0.861    0.000 einsumfunc.py:1009(einsum)
   231774    0.014    0.000    0.014    0.000 {built-in method builtins.iter}
        1    0.014    0.014    0.014    0.014 group.py:2238(_setup_dynamic_shapes)
        1    0.014    0.014    1.464    1.464 group.py:1354(_top_level_post_connections)
     6282    0.014    0.000    0.020    0.000 default_vector.py:119(_extract_root_data)
     7200    0.014    0.000    0.014    0.000 {method 'setTolerances' of 'petsc4py.PETSc.KSP' objects}
   245888    0.013    0.000    0.013    0.000 {method 'pop' of 'list' objects}
    29207    0.013    0.000    0.014    0.000 options_dictionary.py:247(_assert_valid)
    97290    0.013    0.000    0.013    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    11307    0.013    0.000    0.016    0.000 system.py:4607(record_iteration)
   208/23    0.013    0.000    0.034    0.001 default_transfer.py:40(_setup_transfers)
     6288    0.013    0.000    0.552    0.000 vector.py:98(__init__)
     7944    0.013    0.000    0.044    0.000 petsc_ksp.py:66(_get_petsc_vec_array_new)
    20276    0.013    0.000    0.014    0.000 {built-in method builtins.hasattr}
      400    0.012    0.000    0.018    0.000 wing_weight_loads.py:173(compute)
      800    0.012    0.000    0.062    0.000 get_vectors.py:85(compute)
      718    0.012    0.000    0.106    0.000 total_jac.py:1370(single_jac_setter)
    44303    0.012    0.000    0.012    0.000 {method 'values' of 'dict' objects}
   119201    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
     1224    0.012    0.000    0.042    0.000 component.py:634(add_output)
      400    0.012    0.000    0.014    0.000 compute_transformation_matrix.py:58(compute)
    32432    0.011    0.000    0.011    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    13403    0.011    0.000    0.023    0.000 recording_iteration_stack.py:152(__enter__)
     8362    0.011    0.000    0.591    0.000 vector_algebra.py:44(compute_cross)
    21516    0.011    0.000    0.011    0.000 system.py:2595(_call_user_function)
      194    0.011    0.000    0.011    0.000 group.py:2208(<listcomp>)
     4908    0.011    0.000    0.036    0.000 general_utils.py:46(ensure_compatible)
    31922    0.010    0.000    0.029    0.000 _base.py:291(nnz)
    86244    0.010    0.000    0.010    0.000 {built-in method numpy.asarray}
    20037    0.010    0.000    0.018    0.000 numeric.py:1855(isscalar)
    32412    0.010    0.000    0.010    0.000 numeric.py:1455(<listcomp>)
      718    0.010    0.000    3.738    0.005 total_jac.py:1132(_zero_vecs)
    11258    0.010    0.000    0.012    0.000 _coo.py:240(getnnz)
      772    0.010    0.000    0.022    0.000 _decomp_lu.py:89(lu_solve)
     2321    0.010    0.000    0.029    0.000 linalg.py:2383(norm)
      400    0.009    0.000    0.011    0.000 mesh_point_forces.py:78(compute)
      228    0.009    0.000    0.018    0.000 fnmatch.py:74(translate)
   1047/1    0.009    0.000    0.503    0.503 system.py:2160(_setup_vectors)
     4124    0.009    0.000    0.009    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    99950    0.009    0.000    0.009    0.000 vector.py:308(_abs_iter)
      160    0.009    0.000    0.017    0.000 lagrange.py:4(lagrange_matrices)
     4463    0.009    0.000    0.012    0.000 numeric.py:274(full)
    82578    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
      432    0.009    0.000    0.009    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.009    0.009    0.010    0.010 group.py:1409(<genexpr>)
      842    0.008    0.000    0.016    0.000 component.py:262(_setup_var_data)
    23285    0.008    0.000    0.008    0.000 {method 'sub' of 're.Pattern' objects}
     6416    0.008    0.000    0.012    0.000 _sputils.py:238(isshape)
      735    0.008    0.000    0.008    0.000 system.py:2404(<dictcomp>)
   3141/3    0.008    0.000    0.087    0.029 system.py:3392(get_design_vars)
      420    0.008    0.000    0.014    0.000 _decomp_lu.py:15(lu_factor)
      400    0.008    0.000    0.010    0.000 vortex_mesh.py:209(compute)
    19754    0.008    0.000    0.058    0.000 __init__.py:178(sub)
    13403    0.008    0.000    0.009    0.000 recording_iteration_stack.py:79(push)
       40    0.008    0.000    0.009    0.000 lgr.py:4(lgr)
        4    0.008    0.002    0.022    0.005 driver.py:505(<listcomp>)
   3141/3    0.008    0.000    0.012    0.004 system.py:3536(get_responses)
  694/231    0.007    0.000    0.013    0.000 _compiler.py:37(_compile)
    13403    0.007    0.000    0.009    0.000 recording_iteration_stack.py:92(pop)
    56380    0.007    0.000    0.007    0.000 {method 'view' of 'numpy.ndarray' objects}
     3401    0.007    0.000    0.023    0.000 utils.py:4(norm)
      400    0.007    0.000    0.018    0.000 displacement_transfer.py:82(compute)
     2012    0.007    0.000    0.022    0.000 system.py:2384(resolve)
     6403    0.007    0.000    0.007    0.000 default_vector.py:548(get_slice_dict)
      102    0.007    0.000    0.007    0.000 {method 'createGeneral' of 'petsc4py.PETSc.IS' objects}
      400    0.007    0.000    0.094    0.000 fem.py:228(assemble_CSC_K)
      300    0.007    0.000    0.092    0.000 vector_algebra.py:75(compute_cross_deriv2)
     2920    0.007    0.000    0.007    0.000 default_transfer.py:15(_merge)
      452    0.007    0.000    0.116    0.000 solver.py:313(<listcomp>)
     1135    0.007    0.000    0.012    0.000 jacobian.py:137(__setitem__)
        2    0.007    0.003    0.011    0.006 driver.py:531(<listcomp>)
     1185    0.007    0.000    0.016    0.000 group.py:2887(add_subsystem)
    20664    0.007    0.000    0.007    0.000 _compressed.py:108(getnnz)
        2    0.007    0.003    0.007    0.003 {built-in method _pickle.load}
    12227    0.007    0.000    0.007    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      812    0.007    0.000    0.044    0.000 solver.py:146(__init__)
      710    0.006    0.000    0.006    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
    34841    0.006    0.000    0.006    0.000 solver.py:1066(does_recursive_applies)
    74265    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
      400    0.006    0.000    0.015    0.000 mtx_rhs.py:125(compute)
    31646    0.006    0.000    0.009    0.000 _parser.py:162(__getitem__)
      220    0.006    0.000    0.076    0.000 vector_algebra.py:58(compute_cross_deriv1)
    84189    0.006    0.000    0.006    0.000 {built-in method _operator.index}
     2224    0.006    0.000    0.008    0.000 _base.py:78(_csc_container)
     1223    0.006    0.000    0.007    0.000 numeric.py:841(outer)
     1192    0.006    0.000    0.014    0.000 function_base.py:564(asarray_chkfinite)
    16855    0.006    0.000    0.006    0.000 getlimits.py:696(min)
      194    0.006    0.000    0.007    0.000 group.py:2214(<listcomp>)
      336    0.006    0.000    0.024    0.000 _compressed.py:1048(toarray)
    33921    0.006    0.000    0.006    0.000 system.py:2707(_recording_iter)
3819/3809    0.006    0.000    0.009    0.000 group.py:3012(connect)
      831    0.006    0.000    0.023    0.000 component.py:316(_setup_var_sizes)
      831    0.006    0.000    0.863    0.001 component.py:163(_setup_procs)
     3531    0.006    0.000    0.006    0.000 units.py:565(name)
      302    0.005    0.000    0.023    0.000 _dia.py:392(tocoo)
      800    0.005    0.000    0.177    0.000 implicitcomponent.py:118(_solve_nonlinear)
    23449    0.005    0.000    0.086    0.000 __init__.py:225(compile)
    216/1    0.005    0.000    0.011    0.011 group.py:1582(_resolve_src_inds)
        1    0.005    0.005    0.031    0.031 group.py:4060(_setup_auto_ivcs)
    216/1    0.005    0.000    1.049    1.049 group.py:508(_setup_procs)
     8052    0.005    0.000    0.083    0.000 units.py:975(is_compatible)
     5662    0.005    0.000    0.008    0.000 shape_base.py:23(atleast_1d)
   1736/1    0.005    0.000    4.086    4.086 group.py:3173(_solve_nonlinear)
      831    0.005    0.000    0.121    0.000 component.py:339(_setup_partials)
    10014    0.005    0.000    0.012    0.000 component.py:390(_run_root_only)
        1    0.005    0.005    0.005    0.005 group.py:1363(_check_prom_masking)
     4909    0.005    0.000    0.005    0.000 component.py:288(<dictcomp>)
     2888    0.005    0.000    0.019    0.000 _compressed.py:1081(__get_has_canonical_format)
        1    0.005    0.005    0.186    0.186 transcription_base.py:317(configure_states_introspection)
     7930    0.005    0.000    0.024    0.000 fromnumeric.py:2322(any)
     3692    0.005    0.000    0.033    0.000 units.py:1088(simplify_unit)
    16515    0.004    0.000    0.004    0.000 _parser.py:231(__next)
  695/232    0.004    0.000    0.005    0.000 _parser.py:172(getwidth)
   1716/1    0.004    0.000    4.086    4.086 nonlinear_runonce.py:28(solve)
     2876    0.004    0.000    0.011    0.000 component.py:1498(_find_partial_matches)
      400    0.004    0.000    0.006    0.000 convert_velocity.py:77(compute)
    21366    0.004    0.000    0.005    0.000 _sputils.py:308(<genexpr>)
    13818    0.004    0.000    0.004    0.000 {built-in method builtins.max}
        1    0.004    0.004   50.157   50.157 group.py:680(_setup)
    37853    0.004    0.000    0.004    0.000 multiarray.py:1080(copyto)
    23088    0.004    0.000    0.004    0.000 system.py:5964(is_explicit)
      400    0.004    0.000    0.013    0.000 eval_velocities.py:115(compute)
     7098    0.004    0.000    0.004    0.000 _base.py:105(__init__)
    16363    0.004    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
     7499    0.004    0.000    0.005    0.000 fromnumeric.py:3176(ndim)
    33355    0.004    0.000    0.004    0.000 _base.py:119(get_shape)
    14424    0.004    0.000    0.007    0.000 __init__.py:253(escape)
     1048    0.004    0.000    0.026    0.000 system.py:2283(_get_promotion_maps)
     1060    0.004    0.000    0.004    0.000 system.py:2018(_setup_var_data)
       20    0.004    0.000    0.006    0.000 viscous_drag.py:116(compute_partials)
    190/1    0.004    0.000    1.010    1.010 group.py:3355(_linearize)
      560    0.004    0.000    0.042    0.000 _coo.py:372(tocsr)
      744    0.004    0.000    0.047    0.000 implicitcomponent.py:270(_solve_linear)
      336    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_todense}
     2488    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
     1047    0.004    0.000    0.012    0.000 system.py:1982(_setup_procs)
    16873    0.004    0.000    0.004    0.000 getlimits.py:709(max)
     9126    0.004    0.000    0.022    0.000 {method 'min' of 'numpy.ndarray' objects}
      480    0.004    0.000    0.125    0.000 vector_algebra.py:104(compute_norm_deriv)
       80    0.004    0.000    0.045    0.001 eval_mtx.py:85(_compute_semi_infinite_vortex_deriv)
      400    0.004    0.000    0.005    0.000 create_rhs.py:40(compute)
        1    0.004    0.004    0.017    0.017 introspection.py:594(configure_states_discovery)
     7137    0.004    0.000    0.006    0.000 {built-in method builtins.any}
     5686    0.004    0.000    0.004    0.000 _base.py:749(__getattr__)
     9126    0.004    0.000    0.026    0.000 {method 'max' of 'numpy.ndarray' objects}
     4010    0.004    0.000    0.018    0.000 fromnumeric.py:2692(max)
    15825    0.004    0.000    0.008    0.000 _parser.py:252(get)
       20    0.004    0.000    0.024    0.001 vonmises_tube.py:63(compute)
     1840    0.004    0.000    0.069    0.000 vector_algebra.py:8(add_ones_axis)
     6583    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
    32412    0.003    0.000    0.003    0.000 numeric.py:1389(_moveaxis_dispatcher)
       20    0.003    0.000    3.378    0.169 solver.py:615(_solve)
     9892    0.003    0.000    0.003    0.000 _util.py:143(_prune_array)
     2239    0.003    0.000    0.005    0.000 <frozen os>:674(__getitem__)
      600    0.003    0.000    0.015    0.000 utils.py:17(unit_d)
     6288    0.003    0.000    0.555    0.000 default_vector.py:36(__init__)
     6075    0.003    0.000    0.003    0.000 system.py:570(msginfo)
      280    0.003    0.000    0.018    0.000 _construct.py:73(diags)
    15121    0.003    0.000    0.004    0.000 _parser.py:170(append)
        1    0.003    0.003    0.020    0.020 group.py:1230(set_initial_values)
     1192    0.003    0.000    0.004    0.000 blas.py:384(getter)
     7098    0.003    0.000    0.007    0.000 _data.py:20(__init__)
    20620    0.003    0.000    0.003    0.000 graph.py:453(__contains__)
     6288    0.003    0.000    0.028    0.000 default_vector.py:154(_initialize_data)
      831    0.003    0.000    0.006    0.000 component.py:1603(_resolve_src_inds)
    32412    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
    11307    0.003    0.000    0.003    0.000 system.py:558(under_approx)
      400    0.003    0.000    0.026    0.000 panel_forces.py:100(compute)
       20    0.003    0.000    0.007    0.000 geometry.py:181(compute_partials)
     6720    0.003    0.000    0.004    0.000 name_maps.py:272(abs_key_iter)
      340    0.003    0.000    0.014    0.000 _base.py:1287(_process_toarray_args)
     6606    0.003    0.000    0.003    0.000 system.py:2295(split_list)
      452    0.003    0.000    0.199    0.000 solver.py:266(_setup_solvers)
    16363    0.003    0.000    0.008    0.000 <frozen abc>:117(__instancecheck__)
      831    0.003    0.000    0.054    0.000 component.py:91(__init__)
      400    0.003    0.000    0.135    0.000 fem.py:157(solve_nonlinear)
     2888    0.003    0.000    0.081    0.000 _compressed.py:1111(sum_duplicates)
     4887    0.003    0.000    0.005    0.000 component.py:33(_valid_var_name)
     3094    0.003    0.000    0.004    0.000 _sputils.py:216(isintlike)
  458/230    0.003    0.000    0.004    0.000 _compiler.py:434(_get_literal_prefix)
      216    0.003    0.000    0.027    0.000 proc_allocator.py:56(__call__)
      324    0.003    0.000    0.050    0.000 _compressed.py:507(_mul_sparse_matrix)
       20    0.003    0.000    0.168    0.008 wing_weight_loads.py:36(setup)
