         33632614 function calls (33346129 primitive calls) in 300.740 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      718    0.012    0.000    0.108    0.000 total_jac.py:1370(single_jac_setter)
    32432    0.012    0.000    0.012    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.012    0.012    0.012    0.012 group.py:2238(_setup_dynamic_shapes)
     1224    0.012    0.000    0.042    0.000 component.py:634(add_output)
   119201    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
      400    0.012    0.000    0.014    0.000 compute_transformation_matrix.py:58(compute)
      660    0.012    0.000    0.012    0.000 {method 'solve' of 'SuperLU' objects}
    13403    0.011    0.000    0.023    0.000 recording_iteration_stack.py:152(__enter__)
    21068    0.011    0.000    0.011    0.000 system.py:2595(_call_user_function)
     8362    0.011    0.000    0.593    0.000 vector_algebra.py:44(compute_cross)
    11258    0.011    0.000    0.013    0.000 _coo.py:240(getnnz)
    32412    0.011    0.000    0.011    0.000 numeric.py:1455(<listcomp>)
    20037    0.011    0.000    0.018    0.000 numeric.py:1855(isscalar)
    31922    0.011    0.000    0.030    0.000 _base.py:291(nnz)
     4908    0.010    0.000    0.036    0.000 general_utils.py:46(ensure_compatible)
      718    0.010    0.000    3.733    0.005 total_jac.py:1132(_zero_vecs)
    86132    0.010    0.000    0.010    0.000 {built-in method numpy.asarray}
    20276    0.010    0.000    0.012    0.000 {built-in method builtins.hasattr}
     2321    0.010    0.000    0.027    0.000 linalg.py:2383(norm)
      194    0.010    0.000    0.010    0.000 group.py:2208(<listcomp>)
     7200    0.010    0.000    0.012    0.000 petsc_ksp.py:424(_get_ksp_solver)
      400    0.010    0.000    0.011    0.000 mesh_point_forces.py:78(compute)
   1047/1    0.009    0.000    0.505    0.505 system.py:2160(_setup_vectors)
      228    0.009    0.000    0.018    0.000 fnmatch.py:74(translate)
   3141/3    0.009    0.000    0.011    0.004 system.py:3536(get_responses)
      432    0.009    0.000    0.009    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      160    0.009    0.000    0.017    0.000 lagrange.py:4(lagrange_matrices)
     4463    0.009    0.000    0.012    0.000 numeric.py:274(full)
    99950    0.009    0.000    0.009    0.000 vector.py:308(_abs_iter)
        1    0.009    0.009    0.010    0.010 group.py:1409(<genexpr>)
      842    0.009    0.000    0.016    0.000 component.py:262(_setup_var_data)
    82578    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
    23285    0.008    0.000    0.008    0.000 {method 'sub' of 're.Pattern' objects}
   3141/3    0.008    0.000    0.085    0.028 system.py:3392(get_design_vars)
      420    0.008    0.000    0.014    0.000 _decomp_lu.py:15(lu_factor)
        4    0.008    0.002    0.023    0.006 driver.py:505(<listcomp>)
     6416    0.008    0.000    0.012    0.000 _sputils.py:238(isshape)
     7720    0.008    0.000    0.037    0.000 petsc_ksp.py:66(_get_petsc_vec_array_new)
    19754    0.008    0.000    0.059    0.000 __init__.py:178(sub)
      735    0.008    0.000    0.008    0.000 system.py:2404(<dictcomp>)
      400    0.008    0.000    0.010    0.000 vortex_mesh.py:209(compute)
       40    0.008    0.000    0.009    0.000 lgr.py:4(lgr)
    13403    0.008    0.000    0.009    0.000 recording_iteration_stack.py:79(push)
      660    0.008    0.000    0.017    0.000 _decomp_lu.py:89(lu_solve)
  694/231    0.008    0.000    0.014    0.000 _compiler.py:37(_compile)
     4124    0.008    0.000    0.008    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     2012    0.007    0.000    0.022    0.000 system.py:2384(resolve)
     3401    0.007    0.000    0.023    0.000 utils.py:4(norm)
    13403    0.007    0.000    0.009    0.000 recording_iteration_stack.py:92(pop)
     6403    0.007    0.000    0.007    0.000 default_vector.py:548(get_slice_dict)
      452    0.007    0.000    0.117    0.000 solver.py:313(<listcomp>)
      400    0.007    0.000    0.096    0.000 fem.py:228(assemble_CSC_K)
        2    0.007    0.004    0.012    0.006 driver.py:531(<listcomp>)
      400    0.007    0.000    0.018    0.000 displacement_transfer.py:82(compute)
    56380    0.007    0.000    0.007    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.007    0.003    0.007    0.003 {built-in method _pickle.load}
     2920    0.007    0.000    0.007    0.000 default_transfer.py:15(_merge)
      300    0.007    0.000    0.092    0.000 vector_algebra.py:75(compute_cross_deriv2)
      812    0.007    0.000    0.044    0.000 solver.py:146(__init__)
    12227    0.007    0.000    0.007    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     1185    0.007    0.000    0.016    0.000 group.py:2887(add_subsystem)
    20664    0.007    0.000    0.007    0.000 _compressed.py:108(getnnz)
       17    0.007    0.000    0.007    0.000 {method 'allreduce' of 'mpi4py.MPI.Comm' objects}
      400    0.006    0.000    0.015    0.000 mtx_rhs.py:125(compute)
    84189    0.006    0.000    0.006    0.000 {built-in method _operator.index}
    31586    0.006    0.000    0.009    0.000 _parser.py:162(__getitem__)
     1135    0.006    0.000    0.011    0.000 jacobian.py:137(__setitem__)
    74153    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
      710    0.006    0.000    0.006    0.000 {built-in method scipy.sparse._sparsetools.csr_sum_duplicates}
    16855    0.006    0.000    0.006    0.000 getlimits.py:696(min)
     1223    0.006    0.000    0.007    0.000 numeric.py:841(outer)
     2224    0.006    0.000    0.008    0.000 _base.py:78(_csc_container)
      336    0.006    0.000    0.024    0.000 _compressed.py:1048(toarray)
      220    0.006    0.000    0.076    0.000 vector_algebra.py:58(compute_cross_deriv1)
      831    0.006    0.000    0.008    0.000 component.py:316(_setup_var_sizes)
    33921    0.006    0.000    0.006    0.000 system.py:2707(_recording_iter)
      831    0.006    0.000    0.869    0.001 component.py:163(_setup_procs)
      194    0.006    0.000    0.007    0.000 group.py:2214(<listcomp>)
3819/3809    0.006    0.000    0.009    0.000 group.py:3012(connect)
    23449    0.006    0.000    0.086    0.000 __init__.py:225(compile)
    216/1    0.006    0.000    0.012    0.012 group.py:1582(_resolve_src_inds)
     3531    0.006    0.000    0.006    0.000 units.py:565(name)
      800    0.006    0.000    0.180    0.000 implicitcomponent.py:118(_solve_nonlinear)
        1    0.006    0.006    0.031    0.031 group.py:4060(_setup_auto_ivcs)
      302    0.005    0.000    0.023    0.000 _dia.py:392(tocoo)
    34393    0.005    0.000    0.005    0.000 solver.py:1066(does_recursive_applies)
     1080    0.005    0.000    0.012    0.000 function_base.py:564(asarray_chkfinite)
      831    0.005    0.000    0.121    0.000 component.py:339(_setup_partials)
     8052    0.005    0.000    0.085    0.000 units.py:975(is_compatible)
    10014    0.005    0.000    0.012    0.000 component.py:390(_run_root_only)
    216/1    0.005    0.000    1.051    1.051 group.py:508(_setup_procs)
     5662    0.005    0.000    0.008    0.000 shape_base.py:23(atleast_1d)
     2888    0.005    0.000    0.020    0.000 _compressed.py:1081(__get_has_canonical_format)
     7930    0.005    0.000    0.025    0.000 fromnumeric.py:2322(any)
        1    0.005    0.005    0.005    0.005 group.py:1363(_check_prom_masking)
   1736/1    0.005    0.000    4.084    4.084 group.py:3173(_solve_nonlinear)
     4909    0.005    0.000    0.005    0.000 component.py:288(<dictcomp>)
   1716/1    0.005    0.000    4.084    4.084 nonlinear_runonce.py:28(solve)
     3692    0.005    0.000    0.034    0.000 units.py:1088(simplify_unit)
     2876    0.005    0.000    0.011    0.000 component.py:1498(_find_partial_matches)
    11307    0.004    0.000    0.004    0.000 system.py:558(under_approx)
    33355    0.004    0.000    0.004    0.000 _base.py:119(get_shape)
      400    0.004    0.000    0.013    0.000 eval_velocities.py:115(compute)
    13818    0.004    0.000    0.004    0.000 {built-in method builtins.max}
    37853    0.004    0.000    0.004    0.000 multiarray.py:1080(copyto)
    16485    0.004    0.000    0.004    0.000 _parser.py:231(__next)
    16873    0.004    0.000    0.004    0.000 getlimits.py:709(max)
    21366    0.004    0.000    0.005    0.000 _sputils.py:308(<genexpr>)
  695/232    0.004    0.000    0.005    0.000 _parser.py:172(getwidth)
     7499    0.004    0.000    0.005    0.000 fromnumeric.py:3176(ndim)
      400    0.004    0.000    0.006    0.000 convert_velocity.py:77(compute)
    16363    0.004    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
     1048    0.004    0.000    0.027    0.000 system.py:2283(_get_promotion_maps)
    14394    0.004    0.000    0.008    0.000 __init__.py:253(escape)
      102    0.004    0.000    0.004    0.000 {method 'createGeneral' of 'petsc4py.PETSc.IS' objects}
      560    0.004    0.000    0.042    0.000 _coo.py:372(tocsr)
    190/1    0.004    0.000    1.009    1.009 group.py:3355(_linearize)
       20    0.004    0.000    0.006    0.000 viscous_drag.py:116(compute_partials)
        1    0.004    0.004   50.159   50.159 group.py:680(_setup)
     1060    0.004    0.000    0.004    0.000 system.py:2018(_setup_var_data)
        1    0.004    0.004    0.191    0.191 transcription_base.py:317(configure_states_introspection)
     5686    0.004    0.000    0.004    0.000 _base.py:749(__getattr__)
     1047    0.004    0.000    0.013    0.000 system.py:1982(_setup_procs)
      400    0.004    0.000    0.005    0.000 create_rhs.py:40(compute)
     2488    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
       80    0.004    0.000    0.044    0.001 eval_mtx.py:85(_compute_semi_infinite_vortex_deriv)
     9126    0.004    0.000    0.026    0.000 {method 'max' of 'numpy.ndarray' objects}
     6583    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
     9126    0.004    0.000    0.022    0.000 {method 'min' of 'numpy.ndarray' objects}
    15795    0.004    0.000    0.008    0.000 _parser.py:252(get)
       20    0.004    0.000    0.024    0.001 vonmises_tube.py:63(compute)
      336    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csr_todense}
     4010    0.004    0.000    0.018    0.000 fromnumeric.py:2692(max)
     2239    0.004    0.000    0.006    0.000 <frozen os>:674(__getitem__)
        1    0.004    0.004    0.018    0.018 introspection.py:594(configure_states_discovery)
      480    0.004    0.000    0.125    0.000 vector_algebra.py:104(compute_norm_deriv)
    22640    0.004    0.000    0.004    0.000 system.py:5964(is_explicit)
     7137    0.004    0.000    0.006    0.000 {built-in method builtins.any}
     1840    0.004    0.000    0.069    0.000 vector_algebra.py:8(add_ones_axis)
        1    0.004    0.004    0.021    0.021 group.py:1230(set_initial_values)
    32412    0.004    0.000    0.004    0.000 numeric.py:1389(_moveaxis_dispatcher)
     7098    0.004    0.000    0.004    0.000 _base.py:105(__init__)
     6288    0.003    0.000    0.556    0.000 default_vector.py:36(__init__)
     7098    0.003    0.000    0.007    0.000 _data.py:20(__init__)
     9892    0.003    0.000    0.003    0.000 _util.py:143(_prune_array)
     6288    0.003    0.000    0.029    0.000 default_vector.py:154(_initialize_data)
      600    0.003    0.000    0.015    0.000 utils.py:17(unit_d)
      280    0.003    0.000    0.018    0.000 _construct.py:73(diags)
      340    0.003    0.000    0.014    0.000 _base.py:1287(_process_toarray_args)
    15091    0.003    0.000    0.004    0.000 _parser.py:170(append)
      400    0.003    0.000    0.027    0.000 panel_forces.py:100(compute)
     6720    0.003    0.000    0.004    0.000 name_maps.py:272(abs_key_iter)
    20620    0.003    0.000    0.003    0.000 graph.py:453(__contains__)
       20    0.003    0.000    3.400    0.170 solver.py:615(_solve)
     6075    0.003    0.000    0.003    0.000 system.py:570(msginfo)
     6606    0.003    0.000    0.003    0.000 system.py:2295(split_list)
       20    0.003    0.000    0.007    0.000 geometry.py:181(compute_partials)
    32412    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
     2888    0.003    0.000    0.081    0.000 _compressed.py:1111(sum_duplicates)
      452    0.003    0.000    0.202    0.000 solver.py:266(_setup_solvers)
    16363    0.003    0.000    0.008    0.000 <frozen abc>:117(__instancecheck__)
      831    0.003    0.000    0.005    0.000 component.py:1603(_resolve_src_inds)
      400    0.003    0.000    0.138    0.000 fem.py:157(solve_nonlinear)
      831    0.003    0.000    0.054    0.000 component.py:91(__init__)
     4887    0.003    0.000    0.006    0.000 component.py:33(_valid_var_name)
      217    0.003    0.000    0.013    0.000 group.py:1087(_get_var_offsets)
     3094    0.003    0.000    0.004    0.000 _sputils.py:216(isintlike)
      520    0.003    0.000    0.033    0.000 implicitcomponent.py:270(_solve_linear)
      216    0.003    0.000    0.029    0.000 proc_allocator.py:56(__call__)
  458/230    0.003    0.000    0.004    0.000 _compiler.py:434(_get_literal_prefix)
   2094/2    0.003    0.000    0.003    0.001 system.py:2065(_setup_driver_units)
